symbol,name,nameUpperCase
GOL,"GOL Linhas AÇ¸reas Inteligentes S.A.
","GOL LINHAS AÇ¸REAS INTELIGENTES S.A.
"
SKYW,SkyWest Inc.,SKYWEST INC.
CPA,Copa Holdings SA,COPA HOLDINGS SA
LUV,Southwest Airlines Co.,SOUTHWEST AIRLINES CO.
RJET,Republic Airways Holdings Inc.,REPUBLIC AIRWAYS HOLDINGS INC.
JBLU,JetBlue Airways Corporation,JETBLUE AIRWAYS CORPORATION
ALGT,Allegiant Travel Company,ALLEGIANT TRAVEL COMPANY
GLUX,"Great Lakes Aviation, Ltd.","GREAT LAKES AVIATION, LTD."
VA,Virgin America Inc.,VIRGIN AMERICA INC.
BLTA,Baltia Air Lines Inc.,BALTIA AIR LINES INC.
HA,Hawaiian Holdings Inc.,HAWAIIAN HOLDINGS INC.
LFL,LATAM Airlines Group S.A.,LATAM AIRLINES GROUP S.A.
MRT-UN.TO,Morguard REIT,MORGUARD REIT
NLY,"Annaly Capital Management, Inc.","ANNALY CAPITAL MANAGEMENT, INC."
VSP.BE,STARWOOD REIT-SBI,STARWOOD REIT-SBI
ZFC,ZAIS Financial Corp.,ZAIS FINANCIAL CORP.
PSB,PS Business Parks Inc.,PS BUSINESS PARKS INC.
TCI,Transcontinental Realty Investors Inc.,TRANSCONTINENTAL REALTY INVESTORS INC.
WEHB.BR,Comm.VA Wereldhave Belgium SCA,COMM.VA WERELDHAVE BELGIUM SCA
CRR-UN.TO,Crombie Real Estate Investment Trust,CROMBIE REAL ESTATE INVESTMENT TRUST
WXC.F,INV REIT SBI,INV REIT SBI
LRT-UN.TO,Lanesborough REIT,LANESBOROUGH REIT
BMNM,"Bimini Capital Management, Inc.","BIMINI CAPITAL MANAGEMENT, INC."
DEI,Douglas Emmett Inc,DOUGLAS EMMETT INC
GLPI,"Gaming and Leisure Properties, Inc","GAMING AND LEISURE PROPERTIES, INC"
GPT.AX,GPT Group,GPT GROUP
ABR,Arbor Realty Trust Inc.,ARBOR REALTY TRUST INC.
SMWN.F,SM WIRTSCHAFTSBER N,SM WIRTSCHAFTSBER N
NNN,"National Retail Properties, Inc.","NATIONAL RETAIL PROPERTIES, INC."
CLNY,"Colony Financial, Inc.","COLONY FINANCIAL, INC."
CCG,"Campus Crest Communities, Inc.","CAMPUS CREST COMMUNITIES, INC."
JMI,JAVELIN Mortgage Investment Corp.,JAVELIN MORTGAGE INVESTMENT CORP.
BLKASHYAP.NS,B L Kashyap & Sons Limited,B L KASHYAP & SONS LIMITED
ARCP,"American Realty Capital Properties, Inc.","AMERICAN REALTY CAPITAL PROPERTIES, INC."
FVI.DE,Fair Value REIT-AG,FAIR VALUE REIT-AG
MITT,"AG Mortgage Investment Trust, Inc.","AG MORTGAGE INVESTMENT TRUST, INC."
CUZ,Cousins Properties Incorporated,COUSINS PROPERTIES INCORPORATED
WKP.L,Workspace Group plc,WORKSPACE GROUP PLC
HR-UN.TO,H&R; REIT,H&R; REIT
LAMR,Lamar Advertising Co.,LAMAR ADVERTISING CO.
IVG.DE,IVG Immobilien AG,IVG IMMOBILIEN AG
FVI.F,FAIR VALUE REIT,FAIR VALUE REIT
WSR,Whitestone REIT,WHITESTONE REIT
CYS,"CYS Investments, Inc.","CYS INVESTMENTS, INC."
FPI,Farmland Partners Inc.,FARMLAND PARTNERS INC.
GPT,Gramercy Property Trust Inc.,GRAMERCY PROPERTY TRUST INC.
LXP,Lexington Realty Trust,LEXINGTON REALTY TRUST
OLP,One Liberty Properties Inc.,ONE LIBERTY PROPERTIES INC.
VNO,Vornado Realty Trust,VORNADO REALTY TRUST
RCU.AX,Real Estate Capital Partners USA Property Trust,REAL ESTATE CAPITAL PARTNERS USA PROPERTY TRUST
STWD,"Starwood Property Trust, Inc.","STARWOOD PROPERTY TRUST, INC."
NCT,Newcastle Investment Corp.,NEWCASTLE INVESTMENT CORP.
GOOD,Gladstone Commercial Corp.,GLADSTONE COMMERCIAL CORP.
RDI.L,Redefine International P.L.C.,REDEFINE INTERNATIONAL P.L.C.
ARI,"Apollo Commercial Real Estate Finance, Inc.","APOLLO COMMERCIAL REAL ESTATE FINANCE, INC."
FUR,Winthrop Realty Trust,WINTHROP REALTY TRUST
IVR,Invesco Mortgage Capital Inc.,INVESCO MORTGAGE CAPITAL INC.
AMT,American Tower Corporation,AMERICAN TOWER CORPORATION
PW,Power REIT,POWER REIT
ACRE,Ares Commercial Real Estate Corporation,ARES COMMERCIAL REAL ESTATE CORPORATION
IRET,Investors Real Estate Trust,INVESTORS REAL ESTATE TRUST
SGP.AX,Stockland Corp. Ltd.,STOCKLAND CORP. LTD.
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.","HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC."
CIM,Chimera Investment Corporation,CHIMERA INVESTMENT CORPORATION
EXL,"Excel Trust, Inc.","EXCEL TRUST, INC."
SRC,"Spirit Realty Capital, Inc.","SPIRIT REALTY CAPITAL, INC."
MTGE,American Capital Mortgage Investment Corp.,AMERICAN CAPITAL MORTGAGE INVESTMENT CORP.
CONE,Cyrusone Inc.,CYRUSONE INC.
BXMT,"Blackstone Mortgage Trust, Inc.","BLACKSTONE MORTGAGE TRUST, INC."
AHH,"Armada Hoffler Properties, Inc.","ARMADA HOFFLER PROPERTIES, INC."
ESRT,"Empire State Realty Trust, Inc.","EMPIRE STATE REALTY TRUST, INC."
PMT,PennyMac Mortgage Investment Trust,PENNYMAC MORTGAGE INVESTMENT TRUST
UMH,UMH Properties Inc.,UMH PROPERTIES INC.
STAR,iStar Financial Inc.,ISTAR FINANCIAL INC.
ANH,Anworth Mortgage Asset Corporation,ANWORTH MORTGAGE ASSET CORPORATION
CMO,Capstead Mortgage Corp.,CAPSTEAD MORTGAGE CORP.
OWQ.F,ARBOR REALTY REIT,ARBOR REALTY REIT
BDN,Brandywine Realty Trust,BRANDYWINE REALTY TRUST
LAND,Gladstone Land Corporation,GLADSTONE LAND CORPORATION
SMWN.SG,SM WIRTSCHAFTSBER N,SM WIRTSCHAFTSBER N
WPC,W. P. Carey Inc.,W. P. CAREY INC.
CXW,Corrections Corporation of America,CORRECTIONS CORPORATION OF AMERICA
RWT,"Redwood Trust, Inc.","REDWOOD TRUST, INC."
MFA,"MFA Financial, Inc.","MFA FINANCIAL, INC."
4V1.F,VGP,VGP
RAS,RAIT Financial Trust,RAIT FINANCIAL TRUST
SWAY,Starwood Waypoint Residential Trust,STARWOOD WAYPOINT RESIDENTIAL TRUST
SNH,Senior Housing Properties Trust,SENIOR HOUSING PROPERTIES TRUST
WX4.SG,OMEGA HLTH INV REIT,OMEGA HLTH INV REIT
WY8.F,UNIV HEALTH REALTY,UNIV HEALTH REALTY
NWH-UN.TO,NorthWest Real Estate Investment Trust,NORTHWEST REAL ESTATE INVESTMENT TRUST
MPW,Medical Properties Trust Inc.,MEDICAL PROPERTIES TRUST INC.
GEO,"The GEO Group, Inc.","THE GEO GROUP, INC."
HCN,"Health Care REIT, Inc.","HEALTH CARE REIT, INC."
HCP,"HCP, Inc.","HCP, INC."
PHP.L,Primary Health Properties plc,PRIMARY HEALTH PROPERTIES PLC
AVIV,"Aviv REIT, Inc.","AVIV REIT, INC."
VTR,"Ventas, Inc.","VENTAS, INC."
HTA,"Healthcare Trust of America, Inc.","HEALTHCARE TRUST OF AMERICA, INC."
LTC,LTC Properties Inc.,LTC PROPERTIES INC.
HCT,"American Realty Capital Healthcare Trust, Inc.","AMERICAN REALTY CAPITAL HEALTHCARE TRUST, INC."
NHI,National Health Investors Inc.,NATIONAL HEALTH INVESTORS INC.
SBRA,"Sabra Health Care REIT, Inc.","SABRA HEALTH CARE REIT, INC."
DOC,Physicians Realty Trust,PHYSICIANS REALTY TRUST
OHI,Omega Healthcare Investors Inc.,OMEGA HEALTHCARE INVESTORS INC.
UHT,Universal Health Realty Income Trust,UNIVERSAL HEALTH REALTY INCOME TRUST
HR,Healthcare Realty Trust Incorporated,HEALTHCARE REALTY TRUST INCORPORATED
SPPR,"Supertel Hospitality, Inc.","SUPERTEL HOSPITALITY, INC."
AHT,"Ashford Hospitality Trust, Inc.","ASHFORD HOSPITALITY TRUST, INC."
DRH,Diamondrock Hospitality Co.,DIAMONDROCK HOSPITALITY CO.
RHP,"Ryman Hospitality Properties, Inc.","RYMAN HOSPITALITY PROPERTIES, INC."
HT,Hersha Hospitality Trust,HERSHA HOSPITALITY TRUST
IHT,Innsuites Hospitality Trust,INNSUITES HOSPITALITY TRUST
BEE,"Strategic Hotels & Resorts, Inc.","STRATEGIC HOTELS & RESORTS, INC."
CLDT,Chatham Lodging Trust,CHATHAM LODGING TRUST
TPH.TO,Temple Hotels Inc.,TEMPLE HOTELS INC.
INN-UN.TO,InnVest Real Estate Investment Trust,INNVEST REAL ESTATE INVESTMENT TRUST
J85.SI,CDL Hospitality Trusts,CDL HOSPITALITY TRUSTS
SOHO,Sotherly Hotels Inc.,SOTHERLY HOTELS INC.
PEB,Pebblebrook Hotel Trust,PEBBLEBROOK HOTEL TRUST
RLJ,RLJ Lodging Trust,RLJ LODGING TRUST
SHO,Sunstone Hotel Investors Inc.,SUNSTONE HOTEL INVESTORS INC.
HST,"Host Hotels & Resorts, Inc.","HOST HOTELS & RESORTS, INC."
CHSP,Chesapeake Lodging Trust,CHESAPEAKE LODGING TRUST
FCH,FelCor Lodging Trust Incorporated,FELCOR LODGING TRUST INCORPORATED
FMU.PA,Fonciere Des Murs,FONCIERE DES MURS
LHO,LaSalle Hotel Properties,LASALLE HOTEL PROPERTIES
SOHOF,Soho China Ltd.,SOHO CHINA LTD.
AHP,"Ashford Hospitality Prime, Inc.","ASHFORD HOSPITALITY PRIME, INC."
EXR,Extra Space Storage Inc.,EXTRA SPACE STORAGE INC.
HSTN.L,Hansteen Holdings plc,HANSTEEN HOLDINGS PLC
SSS,Sovran Self Storage Inc.,SOVRAN SELF STORAGE INC.
K2LU.SI,Cache Logistics Trust,CACHE LOGISTICS TRUST
STAG,"STAG Industrial, Inc.","STAG INDUSTRIAL, INC."
T8B.SI,Viva Industrial Trust,VIVA INDUSTRIAL TRUST
DCT,DCT Industrial Trust Inc.,DCT INDUSTRIAL TRUST INC.
DRE,Duke Realty Corporation,DUKE REALTY CORPORATION
CUBE,CubeSmart,CUBESMART
J91U.SI,Cambridge Industrial Trust,CAMBRIDGE INDUSTRIAL TRUST
CMCT,CIM Commercial Trust Corporation,CIM COMMERCIAL TRUST CORPORATION
FR,First Industrial Realty Trust Inc.,FIRST INDUSTRIAL REALTY TRUST INC.
PLD,"Prologis, Inc.","PROLOGIS, INC."
QTS,"QTS Realty Trust, Inc.","QTS REALTY TRUST, INC."
REXR,"Rexford Industrial Realty, Inc.","REXFORD INDUSTRIAL REALTY, INC."
MNR,Monmouth Real Estate Investment Corp.,MONMOUTH REAL ESTATE INVESTMENT CORP.
TRNO,Terreno Realty Corp.,TERRENO REALTY CORP.
BYG.L,Big Yellow Group plc,BIG YELLOW GROUP PLC
WDP.BR,Warehouses De Pauw SCA,WAREHOUSES DE PAUW SCA
WEB.BR,Warehouses Estates Belgium SCA,WAREHOUSES ESTATES BELGIUM SCA
MONT.BR,Montea Comm.VA,MONTEA COMM.VA
PSA,Public Storage,PUBLIC STORAGE
EGP,EastGroup Properties Inc.,EASTGROUP PROPERTIES INC.
A7RU.SI,CitySpring Infrastructure Trust,CITYSPRING INFRASTRUCTURE TRUST
WRE,Washington Real Estate Investment Trust,WASHINGTON REAL ESTATE INVESTMENT TRUST
LAND.L,Land Securities Group plc,LAND SECURITIES GROUP PLC
VJ6.DU,BEFIMMO,BEFIMMO
KRC,Kilroy Realty Corp.,KILROY REALTY CORP.
OFC,Corporate Office Properties Trust,CORPORATE OFFICE PROPERTIES TRUST
WY7.F,PARKWAY PROPER REIT,PARKWAY PROPER REIT
ESBA,"Empire State Realty OP, L.P.","EMPIRE STATE REALTY OP, L.P."
ORM,"Owens Realty Mortgage, Inc.","OWENS REALTY MORTGAGE, INC."
DFT,"DuPont Fabros Technology, Inc.","DUPONT FABROS TECHNOLOGY, INC."
D8K.F,DOUGLAS EMMETT REIT,DOUGLAS EMMETT REIT
LPT,Liberty Property Trust,LIBERTY PROPERTY TRUST
MGR.AX,Mirvac Group,MIRVAC GROUP
ND8U.SI,Frasers Commercial Trust,FRASERS COMMERCIAL TRUST
D-UN.TO,Dream Office Real Estate Investment Trust,DREAM OFFICE REAL ESTATE INVESTMENT TRUST
MPG,Metaldyne Performance Group Inc.,METALDYNE PERFORMANCE GROUP INC.
EIFF.PA,Soci‚t‚ de la Tour Eiffel Soci‚t‚ Anonyme,SOCI‚T‚ DE LA TOUR EIFFEL SOCI‚T‚ ANONYME
JUA.SG,JP RL EST INV,JP RL EST INV
CLI,Mack-Cali Realty Corp.,MACK-CALI REALTY CORP.
UVA.MU,TOUR EIFFEL,TOUR EIFFEL
BXP,Boston Properties Inc.,BOSTON PROPERTIES INC.
BOX-UN.TO,Brookfield Canada Office Properties,BROOKFIELD CANADA OFFICE PROPERTIES
BOXC,Brookfield Canada Office Properties,BROOKFIELD CANADA OFFICE PROPERTIES
BMR,BioMed Realty Trust Inc.,BIOMED REALTY TRUST INC.
AP-UN.TO,Allied Properties REIT,ALLIED PROPERTIES REIT
PDM,Piedmont Office Realty Trust Inc.,PIEDMONT OFFICE REALTY TRUST INC.
COR,CoreSite Realty Corporation,CORESITE REALTY CORPORATION
FSP,Franklin Street Properties Corp.,FRANKLIN STREET PROPERTIES CORP.
BEFB.BR,Befimmo NV/SA,BEFIMMO NV/SA
FPO,First Potomac Realty Trust,FIRST POTOMAC REALTY TRUST
ARE,"Alexandria Real Estate Equities, Inc.","ALEXANDRIA REAL ESTATE EQUITIES, INC."
GYRO,Gyrodyne Co. of America Inc.,GYRODYNE CO. OF AMERICA INC.
NYRT,"New York REIT, Inc.","NEW YORK REIT, INC."
FLY.PA,Societe Fonciere Lyonnaise,SOCIETE FONCIERE LYONNAISE
HPP,"Hudson Pacific Properties, Inc.","HUDSON PACIFIC PROPERTIES, INC."
CSG,Chambers Street Properties,CHAMBERS STREET PROPERTIES
GOV,Government Properties Income Trust,GOVERNMENT PROPERTIES INCOME TRUST
AOX.DE,Alstria Office Reit-AG,ALSTRIA OFFICE REIT-AG
PKY,Parkway Properties Inc.,PARKWAY PROPERTIES INC.
CXP,"Columbia Property Trust, Inc.","COLUMBIA PROPERTY TRUST, INC."
DLR,Digital Realty Trust Inc.,DIGITAL REALTY TRUST INC.
HIW,Highwoods Properties Inc.,HIGHWOODS PROPERTIES INC.
CPT,Camden Property Trust,CAMDEN PROPERTY TRUST
ACC,"American Campus Communities, Inc.","AMERICAN CAMPUS COMMUNITIES, INC."
ARR,"ARMOUR Residential REIT, Inc.","ARMOUR RESIDENTIAL REIT, INC."
AEC,Associated Estates Realty Corporation,ASSOCIATED ESTATES REALTY CORPORATION
EDR,EdR,EDR
UDR,"UDR, Inc.","UDR, INC."
NRZ,New Residential Investment Corp.,NEW RESIDENTIAL INVESTMENT CORP.
UDF,United Development Funding IV,UNITED DEVELOPMENT FUNDING IV
AMH,American Homes 4 Rent,AMERICAN HOMES 4 RENT
OAKS,Five Oaks Investment Corp.,FIVE OAKS INVESTMENT CORP.
RVEND,"Reven Housing REIT, Inc.","REVEN HOUSING REIT, INC."
RESI,Altisource Residential Corporation,ALTISOURCE RESIDENTIAL CORPORATION
AMTG,"Apollo Residential Mortgage, Inc.","APOLLO RESIDENTIAL MORTGAGE, INC."
EQR,Equity Residential,EQUITY RESIDENTIAL
HME,Home Properties Inc.,HOME PROPERTIES INC.
NYMT,New York Mortgage Trust Inc.,NEW YORK MORTGAGE TRUST INC.
PPS,Post Properties Inc.,POST PROPERTIES INC.
SUI,Sun Communities Inc.,SUN COMMUNITIES INC.
AGNC,American Capital Agency Corp.,AMERICAN CAPITAL AGENCY CORP.
TWO,Two Harbors Investment Corp.,TWO HARBORS INVESTMENT CORP.
EARN,Ellington Residential Mortgage REIT,ELLINGTON RESIDENTIAL MORTGAGE REIT
AIV,Apartment Investment and Management Company,APARTMENT INVESTMENT AND MANAGEMENT COMPANY
ALTA.PA,Altarea SCA,ALTAREA SCA
SBY,Silver Bay Realty Trust Corp.,SILVER BAY REALTY TRUST CORP.
MAA,Mid-America Apartment Communities Inc.,MID-AMERICA APARTMENT COMMUNITIES INC.
CHMI,Cherry Hill Mortgage Investment Corporation,CHERRY HILL MORTGAGE INVESTMENT CORPORATION
RSO,Resource Capital Corp.,RESOURCE CAPITAL CORP.
ARPI,"American Residential Properties, Inc.","AMERICAN RESIDENTIAL PROPERTIES, INC."
BEI-UN.TO,Boardwalk Real Estate Investment Trust,BOARDWALK REAL ESTATE INVESTMENT TRUST
HTS,Hatteras Financial Corp,HATTERAS FINANCIAL CORP
FREVS,First Real Estate Investment Trust of New Jersey,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY
RVEN,"Reven Housing REIT, Inc.","REVEN HOUSING REIT, INC."
AMH.V,Amanta Resources Ltd.,AMANTA RESOURCES LTD.
AVB,Avalonbay Communities Inc.,AVALONBAY COMMUNITIES INC.
ESS,Essex Property Trust Inc.,ESSEX PROPERTY TRUST INC.
DX,Dynex Capital Inc.,DYNEX CAPITAL INC.
ELS,"Equity LifeStyle Properties, Inc.","EQUITY LIFESTYLE PROPERTIES, INC."
TCO,"Taubman Centers, Inc.","TAUBMAN CENTERS, INC."
TSRE,"Trade Street Residential, Inc.","TRADE STREET RESIDENTIAL, INC."
SLG,SL Green Realty Corp.,SL GREEN REALTY CORP.
GRT,Glimcher Realty Trust,GLIMCHER REALTY TRUST
FRT,Federal Realty Investment Trust,FEDERAL REALTY INVESTMENT TRUST
GTY,Getty Realty Corp.,GETTY REALTY CORP.
BRX,Brixmor Property Group Inc.,BRIXMOR PROPERTY GROUP INC.
KIM,Kimco Realty Corporation,KIMCO REALTY CORPORATION
ROIC,Retail Opportunity Investments Corp.,RETAIL OPPORTUNITY INVESTMENTS CORP.
MAC,The Macerich Company,THE MACERICH COMPANY
HPT,Hospitality Properties Trust,HOSPITALITY PROPERTIES TRUST
WRI,Weingarten Realty Investors,WEINGARTEN REALTY INVESTORS
WP4.MU,WEING RLTY REIT-SBI,WEING RLTY REIT-SBI
CDR,"Cedar Realty Trust, Inc.","CEDAR REALTY TRUST, INC."
BLND.L,The British Land Company Public Limited Company,THE BRITISH LAND COMPANY PUBLIC LIMITED COMPANY
DDR,DDR Corp.,DDR CORP.
GGP,"General Growth Properties, Inc","GENERAL GROWTH PROPERTIES, INC"
LI.PA,Klepierre SA,KLEPIERRE SA
O,Realty Income Corporation,REALTY INCOME CORPORATION
ALX,Alexander's Inc.,ALEXANDER'S INC.
CBL,CBL & Associates Properties Inc.,CBL & ASSOCIATES PROPERTIES INC.
RPT,Ramco-Gershenson Properties Trust,RAMCO-GERSHENSON PROPERTIES TRUST
AAT,"American Assets Trust, Inc.","AMERICAN ASSETS TRUST, INC."
REG,Regency Centers Corporation,REGENCY CENTERS CORPORATION
KRG,Kite Realty Group Trust,KITE REALTY GROUP TRUST
WX2.F,FED RLTY INV REIT,FED RLTY INV REIT
RPAI,"Retail Properties of America, Inc.","RETAIL PROPERTIES OF AMERICA, INC."
N4S.F,EUROCOMMERCIAL PROP,EUROCOMMERCIAL PROP
CWT-UN.TO,Calloway REIT,CALLOWAY REIT
IRC,Inland Real Estate Corp.,INLAND REAL ESTATE CORP.
EQY,Equity One Inc.,EQUITY ONE INC.
RRC.F,REGENCY CENTERS,REGENCY CENTERS
WHLR,"Wheeler Real Estate Investment Trust, Inc.","WHEELER REAL ESTATE INVESTMENT TRUST, INC."
UBL.DE,Unibail-Rodamco SE,UNIBAIL-RODAMCO SE
HMSO.L,Hammerson plc,HAMMERSON PLC
MERY.PA,Mercialys S.A.,MERCIALYS S.A.
UBA,Urstadt Biddle Properties Inc.,URSTADT BIDDLE PROPERTIES INC.
HMG,HMG/Courtland Properties Inc.,HMG/COURTLAND PROPERTIES INC.
SCP.AX,Shopping Centres Australasia Property Group,SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP
PEI,Pennsylvania Real Estate Investment Trust,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST
NRF,NorthStar Realty Finance Corp.,NORTHSTAR REALTY FINANCE CORP.
EPR,EPR Properties,EPR PROPERTIES
0823.HK,Link Real Estate Investment Trust,LINK REAL ESTATE INVESTMENT TRUST
BFS,Saul Centers Inc.,SAUL CENTERS INC.
UBL.F,UNIBAIL-RODAMCO,UNIBAIL-RODAMCO
SKT,Tanger Factory Outlet Centers Inc.,TANGER FACTORY OUTLET CENTERS INC.
RPI,Roberts Realty Investors Inc.,ROBERTS REALTY INVESTORS INC.
SPG,Simon Property Group Inc.,SIMON PROPERTY GROUP INC.
REI-UN.TO,Riocan Real Estate Investment Trust,RIOCAN REAL ESTATE INVESTMENT TRUST
CAR,"Avis Budget Group, Inc.","AVIS BUDGET GROUP, INC."
MLES,"The Mint Leasing, Inc.","THE MINT LEASING, INC."
AL,Air Lease Corporation,AIR LEASE CORPORATION
ESSX,Essex Rental Corp.,ESSEX RENTAL CORP.
BWO.L,Barloworld Ltd.,BARLOWORLD LTD.
TGH,Textainer Group Holdings Limited,TEXTAINER GROUP HOLDINGS LIMITED
EHIC,eHi Car Services Limited,EHI CAR SERVICES LIMITED
FLY,FLY Leasing Limited,FLY LEASING LIMITED
ECI.TO,EnerCare Inc.,ENERCARE INC.
GFN,General Finance Corporation,GENERAL FINANCE CORPORATION
0936.HK,EAGLE LEGEND,EAGLE LEGEND
CFL.V,CERF Incorporated,CERF INCORPORATED
VP.L,Vp plc,VP PLC
ACY,AeroCentury Corp.,AEROCENTURY CORP.
GFN.V,Gold Finder Explorations Ltd.,GOLD FINDER EXPLORATIONS LTD.
HTZ,"Hertz Global Holdings, Inc.","HERTZ GLOBAL HOLDINGS, INC."
AYR,Aircastle LTD,AIRCASTLE LTD
CHW.TO,Chesswood Group Limited,CHESSWOOD GROUP LIMITED
HEES,H&E; Equipment Services Inc.,H&E; EQUIPMENT SERVICES INC.
LVD.L,Lavendon Group plc,LAVENDON GROUP PLC
SIX3.DE,Sixt Societas Europaea,SIXT SOCIETAS EUROPAEA
R,"Ryder System, Inc.","RYDER SYSTEM, INC."
XBIO,"Xenetic Biosciences, Inc.","XENETIC BIOSCIENCES, INC."
URI,"United Rentals, Inc.","UNITED RENTALS, INC."
AAN,"Aaron's, Inc.","AARON'S, INC."
UHAL,AMERCO,AMERCO
T06.SI,Tiong Woon Corporation Holding Ltd,TIONG WOON CORPORATION HOLDING LTD
T03.SI,Tat Hong Holdings Ltd,TAT HONG HOLDINGS LTD
GMT,GATX Corp.,GATX CORP.
NEFF,Neff Corp.,NEFF CORP.
WLFC,Willis Lease Finance Corp.,WILLIS LEASE FINANCE CORP.
MGRC,McGrath Rentcorp,MCGRATH RENTCORP
NTG.L,Northgate plc,NORTHGATE PLC
TGA.AX,Thorn Group Limited,THORN GROUP LIMITED
BDI.TO,Black Diamond Group Limited,BLACK DIAMOND GROUP LIMITED
SBAC,SBA Communications Corp.,SBA COMMUNICATIONS CORP.
ELRC,Electro Rent Corporation,ELECTRO RENT CORPORATION
TAL,"TAL International Group, Inc.","TAL INTERNATIONAL GROUP, INC."
FORR,Forrester Research Inc.,FORRESTER RESEARCH INC.
INCR,"INC Research Holdings, Inc.","INC RESEARCH HOLDINGS, INC."
QGEN,Qiagen NV,QIAGEN NV
MYGN,Myriad Genetics Inc.,MYRIAD GENETICS INC.
BASI,Bioanalytical Systems Inc.,BIOANALYTICAL SYSTEMS INC.
NRCIB,National Research Corp.,NATIONAL RESEARCH CORP.
MFC.PA,Maisons France Confort,MAISONS FRANCE CONFORT
NARPROP.BO,Narendra Properties Ltd.,NARENDRA PROPERTIES LTD.
HS6.F,HASEKO CORP,HASEKO CORP
SPF.V,Silver Pursuit Resources Ltd.,SILVER PURSUIT RESOURCES LTD.
KBH,KB Home,KB HOME
HOV,Hovnanian Enterprises Inc.,HOVNANIAN ENTERPRISES INC.
TULIVE.BO,Tulive Developers Ltd.,TULIVE DEVELOPERS LTD.
LEN,Lennar Corp.,LENNAR CORP.
KBH.MU,KB HOME,KB HOME
DHI,DR Horton Inc.,DR HORTON INC.
SPH1.SG,SEKISUI HOUSE,SEKISUI HOUSE
JMM.SG,J.M.,J.M.
UCP,"UCP, Inc.","UCP, INC."
TPH,"TRI Pointe Homes, Inc.","TRI POINTE HOMES, INC."
KPH.DU,KAMPA,KAMPA
UNRH,"UNR Holdings, Inc.","UNR HOLDINGS, INC."
NVR,"NVR, Inc.","NVR, INC."
MDC,MDC Holdings Inc.,MDC HOLDINGS INC.
BKG.L,The Berkeley Group Holdings plc,THE BERKELEY GROUP HOLDINGS PLC
SPF,Standard Pacific Corp.,STANDARD PACIFIC CORP.
CHCI,"Comstock Holding Companies, Inc.","COMSTOCK HOLDING COMPANIES, INC."
ISRB,"Inspired Builders, Inc.","INSPIRED BUILDERS, INC."
MTH.V,Mammoth Resources Corp.,MAMMOTH RESOURCES CORP.
HOGARB.MX,"Consorcio Hogar, S.A.B. de C.V.","CONSORCIO HOGAR, S.A.B. DE C.V."
RYG.F,RYLAND GROUP,RYLAND GROUP
TOL,Toll Brothers Inc.,TOLL BROTHERS INC.
MTH,Meritage Homes Corporation,MERITAGE HOMES CORPORATION
TMHC,Taylor Morrison Home Corporation,TAYLOR MORRISON HOME CORPORATION
JMM.F,J.M.,J.M.
BWY.L,Bellway plc,BELLWAY PLC
TW.L,Taylor Wimpey plc,TAYLOR WIMPEY PLC
SAREB.MX,Sare Holding SAB de CV,SARE HOLDING SAB DE CV
RYL,Ryland Group Inc.,RYLAND GROUP INC.
NWHM,The New Home Company LLC,THE NEW HOME COMPANY LLC
MHO,"M/I Homes, Inc.","M/I HOMES, INC."
AVHI,"AV Homes, Inc.","AV HOMES, INC."
SPH1.MU,SEKISUI HOUSE,SEKISUI HOUSE
NVE.F,NVR,NVR
CVCO,"Cavco Industries, Inc.","CAVCO INDUSTRIES, INC."
PHM,"PulteGroup, Inc.","PULTEGROUP, INC."
BZH,Beazer Homes USA Inc.,BEAZER HOMES USA INC.
GFA,Gafisa S.A.,GAFISA S.A.
1128.HK,WYNN MACAU,WYNN MACAU
0027.HK,Galaxy Entertainment Group Limited,GALAXY ENTERTAINMENT GROUP LIMITED
SKC.AX,Sky City Entertainment Group Ltd.,SKY CITY ENTERTAINMENT GROUP LTD.
MTN,Vail Resorts Inc.,VAIL RESORTS INC.
DRII,"Diamond Resorts International, Inc.","DIAMOND RESORTS INTERNATIONAL, INC."
CWN.AX,Crown Resorts Limited,CROWN RESORTS LIMITED
BYD,Boyd Gaming Corporation,BOYD GAMING CORPORATION
1928.HK,SANDS CHINA LTD,SANDS CHINA LTD
CNTY,Century Casinos Inc.,CENTURY CASINOS INC.
WB.TO,Whistler Blackcomb Holdings Inc.,WHISTLER BLACKCOMB HOLDINGS INC.
WYNN,Wynn Resorts Ltd.,WYNN RESORTS LTD.
TBTC,Table Trac Inc.,TABLE TRAC INC.
WYR.MU,WYNN RESORTS,WYNN RESORTS
LVS,Las Vegas Sands Corp.,LAS VEGAS SANDS CORP.
WYR.BE,WYNN RESORTS,WYNN RESORTS
LACO,Lakes Entertainment Inc.,LAKES ENTERTAINMENT INC.
VAC,Marriott Vacations Worldwide Corp.,MARRIOTT VACATIONS WORLDWIDE CORP.
LCR.F,LAS VEGAS SANDS,LAS VEGAS SANDS
0070.HK,Neptune Group Limited,NEPTUNE GROUP LIMITED
8WY.F,WYNN MACAU,WYNN MACAU
ISLE,"Isle of Capri Casinos, Inc.","ISLE OF CAPRI CASINOS, INC."
